#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:55:47 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:55:47	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F290%2Fcatalog&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType%2CRmag&-out.max=200000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7290
#Name: VII/290
#Title: The Million Quasars (Milliquas) catalogue, version 7.2 (Flesch, 2021)
#INFO	ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	creator=Flesch E.W.	    First author or institution
#INFO	cites=bibcode:2015PASA...32...10F	    Article or Data origin sources
#INFO	journal=PASA	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/290	    Dataset landing page
#INFO	publication_date=2024-02-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_290_catalog:
#Name: VII/290/catalog
#Title: The catalogue (v7.2), 30-April-2021
#Column	Name	(A25)	ID from the literature, or J2000 (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F11.7)	Right ascension J2000 (degrees) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	? Redshift from the literature or estimated (7)	[ucd=src.redshift]
#Column	Type	(A4)	Classification of object, and associations (3)	[ucd=meta.code.class;src.class]
#Column	Rmag	(F5.2)	? Red optical magnitude (4)	[ucd=phot.mag;em.opt.R]
Name	RAJ2000	DEJ2000	z	Type	Rmag
SDSS J010518.94-033034.0 	016.3289409	-03.5094164	 1.792	Q   	20.34
WISEA J010518.96+453300.8	016.3290423	+45.5502241	 1.000	q   	20.48
SDSS J010519.01+015717.5 	016.3291965	+01.9548798	 1.794	QX  	20.08
WISEA J010518.99-480743.8	016.3292181	-48.1288458	 1.400	q   	18.85
SDSS J010519.03+013154.6 	016.3293206	+01.5318546	 1.699	Q   	21.37
WISEA J010519.09+072427.2	016.3295541	+07.4075637	 1.600	q   	18.46
SDSS J010519.12+330614.3 	016.3297012	+33.1039899	 1.609	Q   	21.40
SDSS J010519.12+311553.0 	016.3297150	+31.2647521	 1.884	Q   	20.03
WISEA J010519.16+384957.8	016.3297624	+38.8326684	 1.800	q   	18.86
SDSS J010519.15+284517.2 	016.3297990	+28.7547958	 0.725	Q   	21.63
SDSS J010519.19+284509.4 	016.3299901	+28.7526058	 1.190	Q   	19.95
WISEA J010519.21+200158.7	016.3300803	+20.0329892	 0.500	qR  	19.73
WISEA J010519.26-511933.3	016.3301932	-51.3259417	 1.100	q   	19.39
WISEA J010519.28-055655.6	016.3302504	-05.9487279	 1.400	q   	18.87
WISEA J010519.29+360126.0	016.3303856	+36.0239027	 0.200	q   	19.52
2QZ J010519.3-313418     	016.3305250	-31.5718473	 2.127	Q   	19.17
SDSS J010519.36+285040.6 	016.3307125	+28.8446119	 1.530	Q   	18.60
WISEA J010519.39+785026.9	016.3308301	+78.8408139	 1.200	q   	17.11
WISEA J010519.47-383721.1	016.3311353	-38.6225700	 1.700	q   	18.50
LAMOSTJ010519.54+332908.7	016.3314145	+33.4857661	 0.528	Q   	19.68
J010519.57-241956.4      	016.3315599	-24.3323587	 0.200	RX  	18.11
WISEA J010519.72-821732.6	016.3320763	-82.2924213	 1.000	q   	20.07
J010519.72+394644.7      	016.3321792	+39.7791072	 1.300	R   	16.17
SDSS J010519.92+010755.8 	016.3330008	+01.1321802	 1.601	Q   	21.67
WISEA J010519.91-072643.0	016.3330384	-07.4452809	 0.600	q   	18.86
SDSS J010519.94+190240.6 	016.3331192	+19.0446503	 1.458	Q   	19.69
WISEA J010519.95-150510.8	016.3331578	-15.0863514	 0.900	q   	18.42
WISEA J010519.98-772039.5	016.3334285	-77.3443632	 1.300	q   	19.29
WISEA J010520.04+262246.3	016.3335060	+26.3795332	 0.600	q   	19.26
SDSS J010520.06+031542.1 	016.3336034	+03.2617041	 1.134	Q   	21.30
WISEA J010520.07-402311.8	016.3336204	-40.3865936	 1.700	q   	20.05
J010520.11-423545.7      	016.3338102	-42.5960465	      	X   	20.36
WISEA J010520.15+244648.0	016.3339910	+24.7800244	 0.600	q   	22.46
SDSS J010520.23+234638.2 	016.3342920	+23.7772816	 2.221	Q   	21.26
J010520.27+032834.1      	016.3344723	+03.4761389	      	R   	22.47
SDSS J010520.29+225631.9 	016.3345521	+22.9421769	 1.500	Q   	19.29
2QZ J010520.3-294928     	016.3348015	-29.8244966	 1.781	Q   	19.89
SDSS J010520.36-034844.3 	016.3348505	-03.8123228	 2.049	Q   	21.86
J010520.40+341657.8      	016.3350000	+34.2827223	      	R   	23.10
J010520.40-265343.5      	016.3350087	-26.8954265	      	X   	20.45
SDSS J010520.40+260429.5 	016.3350127	+26.0748685	 0.700	Q   	19.85
Q 0102-349               	016.3352592	-34.6419723	 1.970	QX  	18.71
SDSS J010520.51-002048.1 	016.3354965	-00.3466950	 1.830	QX  	22.72
SDSS J010520.55+182221.7 	016.3356273	+18.3727136	 2.132	Q   	21.63
SDSS J010520.57+003958.8 	016.3356877	+00.6663447	 1.151	Q   	20.25
SDSS J010520.59+065336.1 	016.3358310	+06.8933822	 1.988	Q   	20.28
CS 182                   	016.3358546	-29.4163853	 2.820	Q   	19.61
WISEA J010520.61-041221.7	016.3358768	-04.2060309	 1.100	q   	19.39
SDSS J010520.65+244205.9 	016.3360438	+24.7016586	 0.953	Q   	20.94
SDSS J010520.70-004610.2 	016.3362600	-00.7695336	 2.370	Q   	20.53
SDSS J010520.78-055653.0 	016.3365931	-05.9480732	 2.351	Q   	21.96
WISEA J010520.79-293500.6	016.3366335	-29.5835354	 0.200	q   	18.48
SDSS J010520.80+122904.8 	016.3366649	+12.4846893	 2.595	Q   	20.41
SDSS J010520.88+180205.4 	016.3370005	+18.0348599	 1.458	Q   	21.96
SDSS J010520.90+282127.0 	016.3370963	+28.3575190	 1.759	Q   	21.47
LAMOSTJ010520.90+371414.1	016.3371174	+37.2372588	 0.576	Q   	17.29
SDSS J010520.98+220314.2 	016.3374553	+22.0539775	 0.971	Q   	20.70
2SLAQ J010521.01-004632.0	016.3375571	-00.7755641	 0.177	N   	19.99
SDSS J010521.08+060047.2 	016.3378475	+06.0131201	 1.703	Q   	21.47
SDSS J010521.08+232112.7 	016.3378716	+23.3535306	 0.595	Q   	20.77
SDSS J010521.10+073351.0 	016.3379231	+07.5641936	 1.411	Q   	21.56
SDSS J010521.16+240133.7 	016.3382164	+24.0260535	 2.546	Q   	19.20
CS 181                   	016.3382685	-26.3038152	 1.227	Q   	17.43
SDSS J010521.18+263354.7 	016.3382856	+26.5651778	 0.764	Q   	19.26
SDSS J010521.26+052442.8 	016.3385556	+05.4118745	 1.417	Q   	21.19
Q 0103-4022              	016.3385703	-40.1058526	 2.160	Q   	19.41
SDSS J010521.33+070956.5 	016.3389079	+07.1657108	 0.996	Q   	18.76
WISEA J010521.37-492226.3	016.3390257	-49.3740582	 1.500	q   	19.14
J010521.44+512655.4      	016.3393378	+51.4487440	 0.600	R   	20.53
SDSS J010521.44+342327.3 	016.3393478	+34.3909375	 1.043	Q   	21.61
SDSS J010521.49+280038.5 	016.3395321	+28.0106852	 0.825	Q   	20.12
LAMOSTJ010521.60+445159.7	016.3400394	+44.8666309	 1.414	Q   	19.94
SDSS J010521.64-013821.4 	016.3401975	-01.6392891	 2.388	Q   	21.36
SDSS J010521.70+063308.4 	016.3404419	+06.5523513	 1.830	Q   	21.35
SDSS J010521.71-005135.6 	016.3404749	-00.8599032	 2.538	Q   	21.50
WISEA J010521.80-051924.5	016.3408418	-05.3234879	 1.800	q   	18.42
2QZ J010521.7-275326     	016.3408488	-27.8903945	 1.193	Q   	20.04
SDSS J010521.84+025817.7 	016.3410003	+02.9716029	 1.605	Q   	21.66
WISEA J010521.85+512824.6	016.3411100	+51.4735024	 0.600	q   	20.60
WISEA J010521.90-390957.1	016.3413135	-39.1658544	 1.400	q   	18.93
WISEA J010521.95-461218.8	016.3414343	-46.2051756	 2.500	q   	18.56
WISEA J010521.96-241955.1	016.3415490	-24.3320236	 1.400	q   	18.50
2QZ J010522.0-293939     	016.3418743	-29.6608740	 1.482	Q   	20.00
2QZ J010522.0-290447     	016.3420059	-29.0797227	 1.581	Q   	19.80
SDSS J010522.12+184613.1 	016.3421564	+18.7703367	 1.247	Q   	20.25
J010522.13-660649.5      	016.3422223	-66.1137500	      	X   	
SDSS J010522.14+343431.7 	016.3422925	+34.5754841	 1.178	Q   	18.38
WISEA J010522.22-702251.1	016.3425964	-70.3808558	 0.300	q   	17.75
SDSS J010522.28-061151.4 	016.3428686	-06.1976278	 2.297	Q   	21.46
SDSS J010522.32+181510.1 	016.3430204	+18.2528199	 1.341	Q   	20.51
CT 340                   	016.3430608	-29.9802217	 0.533	QX  	18.42
WISEA J010522.42+405804.9	016.3432269	+40.9679509	 1.300	q   	19.93
SDSS J010522.38+062859.1 	016.3432950	+06.4831050	 1.304	Q   	20.22
SDSS J010522.42+064806.1 	016.3434305	+06.8017071	 1.317	Q   	21.21
SDSS J010522.49+333220.7 	016.3437430	+33.5391009	 1.091	Q   	21.03
SDSS J010522.50+044900.7 	016.3437613	+04.8168668	 1.072	Q   	19.38
SDSS J010522.50+324827.6 	016.3437629	+32.8077109	 0.110	N   	18.10
Q J01053-7156            	016.3437917	-71.9471389	 1.643	QX  	18.25
SDSS J010522.53+280743.8 	016.3438831	+28.1288566	 1.783	Q   	20.99
SDSS J010522.52+083636.6 	016.3438871	+08.6102175	 1.356	Q   	19.98
SDSS J010522.55-040305.8 	016.3439629	-04.0515849	 1.003	Q   	19.24
WISEA J010522.45-595028.8	016.3439909	-59.8414798	 2.100	q   	19.47
WISEA J010522.54-483134.1	016.3440366	-48.5260739	 0.300	q   	20.36
2QZ J010522.8-275724     	016.3450265	-27.9564798	 0.656	Q   	20.60
J010522.81+055233.3      	016.3450556	+05.8759167	      	R   	22.56
WISEA J010522.89-581531.2	016.3452922	-58.2588732	 1.300	qX  	19.03
WISEA J010522.99-441920.7	016.3456297	-44.3221996	 0.500	q   	19.40
WISEA J010522.98+360922.7	016.3457688	+36.1562566	 0.300	q   	19.22
J010523.01-465857.9      	016.3458889	-46.9827500	      	X   	20.48
SDSS J010523.01+231414.2 	016.3459147	+23.2372859	 2.650	Q   	20.63
SDSS J010523.05+304838.2 	016.3460700	+30.8106369	 1.201	Q   	21.17
2QZ J010523.2-310245     	016.3467035	-31.0460026	 2.401	Q   	19.97
SDSS J010523.23-041728.3 	016.3467871	-04.2911821	 3.709	Q   	20.48
SDSS J010523.24+140930.3 	016.3468025	+14.1584438	 1.919	Q   	18.56
WISEA J010523.42+155735.3	016.3475622	+15.9598307	 0.500	q   	19.50
SDSS J010523.45-022552.7 	016.3477032	-02.4312954	 2.191	Q   	20.75
SDSS J010523.58+182620.0 	016.3482598	+18.4389002	 1.485	Q   	21.94
J010523.58-061249.6      	016.3482778	-06.2137778	      	X   	22.38
SDSS J010523.58+242657.7 	016.3482909	+24.4493830	 3.139	Q   	21.40
SDSS J010523.61+011321.3 	016.3484060	+01.2226089	 0.205	N   	19.00
J010523.62+284449.9      	016.3484330	+28.7472059	 0.500	RX  	19.94
SDSS J010523.69+241104.6 	016.3487151	+24.1846472	 2.174	Q   	20.09
WISEA J010523.68-504809.6	016.3487249	-50.8026729	 1.200	q   	19.83
SDSS J010523.69-002538.8 	016.3487319	-00.4274468	 2.156	QX  	18.90
SDSS J010523.75-054402.4 	016.3489557	-05.7340069	 4.009	Q   	20.54
WISEA J010523.81-462117.5	016.3492621	-46.3548619	 1.000	q   	17.29
J010523.90-243128.2      	016.3496249	-24.5245009	 2.300	X   	19.52
WISEA J010523.95-272141.6	016.3498104	-27.3615631	 0.400	q   	19.99
SDSS J010524.00+083810.5 	016.3500206	+08.6363036	 1.505	Q   	19.67
2SLAQ J010524.07-001101.0	016.3502941	-00.1836171	 0.047	N   	21.74
SDSS J010524.21+335515.9 	016.3508954	+33.9211081	 2.035	Q   	21.99
SDSS J010524.21+000901.2 	016.3509146	+00.1503418	 0.419	AX  	21.45
WISEA J010524.22+130340.1	016.3509476	+13.0611241	 2.900	q   	19.87
WISEA J010524.25-203146.5	016.3510704	-20.5295508	 1.300	qR  	19.00
SDSS J010524.26+234606.3 	016.3510850	+23.7684332	 1.905	Q   	21.40
SDSS J010524.32+023850.9 	016.3513187	+02.6475090	 2.550	Q   	19.41
SDSS J010524.39-002527.1 	016.3516381	-00.4242113	 3.529	Q   	20.21
2SLAQ J010524.44-002237.4	016.3518535	-00.3770713	 2.529	Q   	21.46
SDSS J010524.55+314350.1 	016.3523064	+31.7306023	 0.300	qR  	19.85
SDSS J010524.55+004119.2 	016.3523297	+00.6886680	 2.366	Q   	22.37
J010524.62-353955.1      	016.3525834	-35.6653056	      	R   	19.03
WISEA J010524.70-083701.5	016.3529144	-08.6170815	 1.300	q   	21.04
SDSS J010524.74-003612.1 	016.3530980	-00.6033618	 0.456	A   	21.42
LAMOSTJ010524.74+420641.3	016.3531214	+42.1115353	 0.600	Q   	19.06
WISEA J010524.74-190116.4	016.3531238	-19.0212585	 1.800	q   	20.45
WISEA J010524.75-665826.1	016.3531446	-66.9739527	 0.700	q   	18.58
WISEA J010524.76-260134.9	016.3532890	-26.0264168	 1.000	q   	19.01
SDSS J010524.80+290225.9 	016.3533375	+29.0405282	 2.358	Q   	21.18
WISEA J010524.86-054540.1	016.3537187	-05.7612938	 1.000	q   	20.40
WISEA J010524.91+202730.5	016.3538137	+20.4584718	 0.200	q   	21.01
SDSS J010524.97+050413.8 	016.3540582	+05.0705248	 2.089	Q   	20.85
SDSS J010525.05-044134.4 	016.3543913	-04.6928415	 0.979	Q   	20.41
SDSS J010525.05+104400.2 	016.3544061	+10.7333972	 2.378	Q   	20.83
SDSS J010525.06+001435.0 	016.3544336	+00.2430868	 2.693	Q   	20.60
SDSS J010525.07+252009.5 	016.3544471	+25.3359940	 0.977	Q   	20.32
SDSS J010525.13+273824.8 	016.3547197	+27.6402258	 3.297	Q   	18.89
J010525.32+092230.4      	016.3555000	+09.3751112	      	R   	21.88
SDSS J010525.35+233241.0 	016.3556481	+23.5447431	 0.553	Q   	18.86
SDSS J010525.43+010044.1 	016.3559690	+01.0122751	 0.189	A   	18.27
J010525.43-533307.2      	016.3559723	-53.5520000	      	R   	19.76
SDSS J010525.53+154756.3 	016.3563871	+15.7989712	 0.965	Q   	20.06
SDSS J010525.56+192643.0 	016.3565384	+19.4453192	 1.828	Q   	19.06
SDSS J010525.59+024859.4 	016.3566611	+02.8165204	 1.909	Q   	21.15
WISEA J010525.62-481052.6	016.3567248	-48.1812592	 1.900	q   	18.90
SDSS J010525.68+082743.1 	016.3570521	+08.4619614	 1.759	Q   	18.69
SDSS J010525.69+100051.6 	016.3570670	+10.0143380	 0.467	N   	20.41
LAMOSTJ010525.82+383242.3	016.3575964	+38.5452144	 1.520	Q   	18.99
WISEA J010525.84+135605.5	016.3576995	+13.9348896	 0.300	q   	19.04
2QZ J010525.8-314842     	016.3577680	-31.8117045	 1.096	Q   	19.74
WISEA J010525.87+082403.2	016.3578340	+08.4008974	 0.800	q   	20.53
SDSS J010525.92+223202.3 	016.3580208	+22.5339751	 2.178	Q   	20.49
CS 183                   	016.3580474	-28.8299499	 2.230	Q   	19.10
WISEA J010525.96+130220.7	016.3582413	+13.0392403	 1.300	q   	19.54
SDSS J010525.98+143605.1 	016.3582533	+14.6014527	 3.126	Q   	20.17
SDSS J010526.02+225914.0 	016.3584201	+22.9872240	 1.120	Q   	21.50
SDSS J010526.03+202053.7 	016.3584544	+20.3482450	 1.074	Q   	19.84
SDSS J010526.03+233224.1 	016.3584746	+23.5400442	 2.935	Q   	19.64
SDSS J010526.03+005340.6 	016.3584863	+00.8946227	 1.158	Q   	21.76
WISEA J010526.10+264104.5	016.3587529	+26.6845908	 0.600	q   	19.66
SDSS J010526.10+140122.9 	016.3587730	+14.0230300	 0.124	N   	16.82
SDSS J010526.14+063817.3 	016.3589376	+06.6381484	 0.936	Q   	21.48
SDSS J010526.17-025319.8 	016.3590750	-02.8888165	 0.859	Q   	20.43
WISEA J010526.18-642613.1	016.3591008	-64.4369917	 0.200	q   	19.53
SDSS J010526.24+025738.4 	016.3593714	+02.9606903	 2.302	Q   	21.97
SDSS J010526.26+012710.9 	016.3594725	+01.4530701	 1.076	Q   	21.10
Q 0103-301               	016.3599211	-29.8684454	 3.120	Q   	19.48
SDSS J010526.42+283338.2 	016.3600858	+28.5606273	 0.882	QX  	17.73
WISEA J010526.45+372842.8	016.3601222	+37.4784845	 2.700	q   	19.58
SDSS J010526.44+333727.5 	016.3601897	+33.6242987	 0.903	Q   	18.93
SDSS J010526.52+035315.4 	016.3605155	+03.8876286	 2.396	Q   	18.60
SDSS J010526.55-071257.6 	016.3606827	-07.2160132	 2.086	Q   	20.43
SDSS J010526.58+142352.0 	016.3607507	+14.3978042	 1.300	qR  	20.57
SDSS J010526.61+430013.5 	016.3608841	+43.0037595	 1.990	Q   	18.71
SDSS J010526.61+180521.2 	016.3609147	+18.0892459	 0.648	Q   	20.71
Q 0103-263               	016.3611425	-26.0407752	 3.070	Q   	20.14
WISEA J010526.73-433739.0	016.3614104	-43.6275029	 2.000	q   	18.10
Q 0103-3756              	016.3614508	-37.6798604	 2.300	Q   	18.72
SDSS J010526.75+051020.5 	016.3614791	+05.1724023	 2.203	Q   	21.51
WISEA J010526.77-510210.3	016.3615712	-51.0362139	 0.300	q   	18.35
WISEA J010526.78+145750.9	016.3616292	+14.9641585	 2.600	q   	19.07
6dF J010526.8-421258     	016.3617099	-42.2161906	 0.030	NX  	 9.27
SDSS J010526.91-020038.3 	016.3621573	-02.0106522	 2.012	Q   	21.87
SDSS J010526.94+140200.1 	016.3622797	+14.0333700	 2.355	QR2 	19.46
WISEA J010527.04-545217.8	016.3627618	-54.8715622	 1.600	q   	19.35
WISEA J010527.07-551235.5	016.3629717	-55.2099260	 0.300	q   	20.05
SDSS J010527.11+323544.6 	016.3629894	+32.5957404	 1.265	Q   	21.00
SDSS J010527.14+093808.0 	016.3631215	+09.6355659	 1.911	Q   	22.06
SDSS J010527.23+345020.1 	016.3634748	+34.8389337	 1.380	Q   	20.05
SDSS J010527.24+290632.3 	016.3635317	+29.1089883	 1.298	Q   	21.62
2QZ J010527.2-300636     	016.3636313	-30.1101666	 1.764	Q   	19.69
SDSS J010527.31+262509.4 	016.3637955	+26.4192789	 2.459	Q   	22.18
CS 184                   	016.3642893	-27.3762583	 1.954	Q   	19.10
WISEA J010527.46-232737.5	016.3644357	-23.4604104	 0.300	q   	19.63
SDSS J010527.53+173122.5 	016.3647231	+17.5229319	 2.721	Q   	20.99
SDSS J010527.58+064300.2 	016.3649548	+06.7167475	 1.716	Q   	20.96
SDSS J010527.59-002934.6 	016.3649822	-00.4929560	 3.499	Q   	20.99
SDSS J010527.66+244522.0 	016.3652877	+24.7561134	 2.345	Q   	22.01
SDSS J010527.73+143701.2 	016.3655160	+14.6170219	 1.939	Q   	19.47
SDSS J010527.74+101335.1 	016.3655937	+10.2264386	 2.037	Q   	21.72
SDSS J010527.75+293420.0 	016.3656372	+29.5722278	 0.959	Q   	19.24
J010527.82-643911.7      	016.3659167	-64.6532500	      	X   	20.39
SDSS J010527.82+261646.0 	016.3659365	+26.2794636	 1.399	Q   	20.43
WISEA J010527.91-355027.6	016.3663200	-35.8410199	 1.600	q   	18.80
SDSS J010527.97+312603.2 	016.3666425	+31.4342415	 2.670	Q   	20.14
WISEA J010528.01-751923.2	016.3667270	-75.3231328	 0.100	q   	17.82
SDSS J010528.07+004137.3 	016.3669799	+00.6936973	 1.243	Q   	22.19
6dF J010528.1-171223     	016.3672060	-17.2062621	 0.147	BRX 	15.57
J010528.16-000905.4      	016.3673612	-00.1515000	      	X   	22.69
LAMOSTJ010528.23+055223.1	016.3675984	+05.8730650	 1.566	Q   	20.17
SDSS J010528.25+090222.1 	016.3677202	+09.0394930	 1.603	Q   	20.17
SDSS J010528.25+242506.5 	016.3677468	+24.4184909	 2.300	Q   	19.82
WISEA J010528.26-033555.2	016.3677760	-03.5986847	 1.900	q   	19.27
J010528.33+374602.9      	016.3680545	+37.7674752	 1.400	X   	19.77
SDSS J010528.38+013929.0 	016.3682526	+01.6580810	 1.571	Q   	20.53
SDSS J010528.38+004006.7 	016.3682852	+00.6685604	 2.695	Q   	20.73
WISEA J010528.42-415511.8	016.3684715	-41.9199323	 1.100	q   	19.29
SDSS J010528.49+004625.4 	016.3687302	+00.7737060	 2.180	Q   	21.37
SDSS J010528.53+313442.8 	016.3689202	+31.5785831	 0.849	Q   	18.02
WISEA J010528.55-161733.8	016.3689788	-16.2927508	 1.500	q   	17.05
WISEA J010528.57-575125.1	016.3690253	-57.8569661	 1.100	q   	20.10
WISEA J010528.56-243240.1	016.3690456	-24.5444780	 0.500	q   	19.77
J010528.57-581752.1      	016.3690651	-58.2978328	      	X   	20.31
J010528.63-382538.0      	016.3693059	-38.4272435	      	R   	18.76
WISEA J010528.63-480934.4	016.3693545	-48.1595483	 1.300	q   	18.87
SDSS J010528.76+010501.1 	016.3698482	+01.0836534	 1.621	Q   	20.99
J010528.77-344427.1      	016.3698855	-34.7408887	      	X   	18.98
SDSS J010528.77+272732.4 	016.3699155	+27.4590219	 1.103	Q   	21.57
J010528.78-421651.6      	016.3699445	-42.2810000	      	R   	21.00
SDSS J010528.80+263542.6 	016.3700077	+26.5951628	 1.152	Q   	18.99
SDSS J010528.81+073745.4 	016.3700627	+07.6292616	 2.909	Q   	18.77
WISEA J010528.87+250138.4	016.3703210	+25.0273345	 1.700	q   	17.60
SDSS J010528.87+271052.1 	016.3703227	+27.1811554	 2.680	Q   	21.61
WISEA J010528.89+121709.4	016.3703842	+12.2859221	 1.000	q   	22.22
SDSS J010528.90+353809.6 	016.3704390	+35.6360178	 2.531	Q   	19.89
SDSS J010528.90+001436.7 	016.3704723	+00.2435589	 2.100	Q   	21.34
SDSS J010529.03-023433.1 	016.3709765	-02.5758649	 2.262	Q   	21.08
WISEA J010529.05-454631.5	016.3710738	-45.7754098	 0.100	q   	18.67
WISEA J010529.11+453625.7	016.3712177	+45.6071587	 0.400	q   	20.97
SDSS J010529.12+160750.4 	016.3713359	+16.1306878	 2.271	Q   	21.23
SDSS J010529.13+090959.7 	016.3713995	+09.1665941	 2.654	Q   	20.09
SDSS J010529.13+061710.4 	016.3713997	+06.2862478	 3.077	Q   	21.44
WISEA J010529.17-622213.2	016.3715709	-62.3703427	 2.400	q   	20.81
2SLAQ J010529.21-001738.9	016.3717295	-00.2941292	 0.763	QX  	20.76
SDSS J010529.28+125738.2 	016.3720261	+12.9606612	 0.859	Q   	20.48
SDSS J010529.37+211035.9 	016.3723890	+21.1766448	 2.206	Q   	21.56
WISEA J010529.37+215406.3	016.3724140	+21.9017376	 0.200	q   	17.64
SDSS J010529.39+250722.7 	016.3724587	+25.1229851	 2.248	Q   	21.30
WISEA J010529.42-180131.8	016.3726195	-18.0255136	 1.100	qR  	17.44
SDSS J010529.48+282635.0 	016.3728649	+28.4430598	 0.990	Q   	21.82
J010529.49-141446.2      	016.3728751	-14.2461686	 2.500	X   	19.94
SDSS J010529.53+101118.1 	016.3730704	+10.1883793	 2.469	Q   	20.31
LAMOSTJ010529.54+073915.7	016.3731040	+07.6543659	 1.822	Q   	20.02
WISEA J010529.56-334108.0	016.3731343	-33.6856530	 0.100	q   	19.73
SDSS J010529.56-004636.1 	016.3732010	-00.7767015	 0.859	Q   	19.54
SDSS J010529.57+035753.9 	016.3732155	+03.9649751	 2.315	Q   	20.01
SDSS J010529.60-001104.0 	016.3733632	-00.1844714	 0.739	QX  	20.49
J010529.62-580327.0      	016.3734202	-58.0575129	      	2   	18.97
SDSS J010529.64+245756.3 	016.3735279	+24.9656512	 1.001	Q   	21.30
SDSS J010529.66+195538.6 	016.3736198	+19.9274116	 1.034	Q   	20.87
J010529.67-243532.1      	016.3736397	-24.5922629	 1.800	X   	19.99
SDSS J010529.70+093523.4 	016.3737994	+09.5898436	 1.010	Q   	21.07
PGC 1095345              	016.3738948	-02.3210971	 0.070	N   	16.13
WISEA J010529.76-460722.4	016.3739448	-46.1228552	 2.500	q   	18.88
SDSS J010529.81-035249.7 	016.3741799	-03.8804687	 2.201	Q   	19.77
SDSS J010529.83+222708.7 	016.3742900	+22.4524271	 2.710	Q   	20.97
WISEA J010529.86+132551.4	016.3744117	+13.4309329	 0.800	q   	17.57
LAMOSTJ010529.90+325555.2	016.3746390	+32.9320233	 1.778	Q   	18.80
SDSS J010529.94+043907.7 	016.3747509	+04.6521399	 3.094	Q   	21.36
WISEA J010529.95+381917.2	016.3748437	+38.3214635	 1.900	q   	19.39
SDSS J010530.05+223702.6 	016.3752349	+22.6174010	 2.644	Q   	21.71
WISEA J010530.06+545945.2	016.3752740	+54.9959056	 0.300	q   	18.83
SDSS J010530.12+091855.1 	016.3755089	+09.3153243	 0.627	Q   	19.57
PGC 1257971              	016.3755426	+03.7543650	 0.110	A   	16.27
SDSS J010530.13+233010.9 	016.3755463	+23.5030600	 2.458	Q   	19.97
WISEA J010530.14-353916.7	016.3755822	-35.6546620	 0.400	q   	18.70
J010530.14+482007.6      	016.3755905	+48.3354685	 1.300	X   	19.65
SDSS J010530.14+020041.9 	016.3756034	+02.0116508	 2.917	QX  	21.36
WISEA J010530.16-054248.7	016.3756926	-05.7134967	 1.000	q   	19.31
WISEA J010530.19-115353.7	016.3757979	-11.8982657	 0.600	qR  	20.80
WISEA J010530.24-505436.2	016.3760284	-50.9100640	 1.700	q   	19.05
SDSS J010530.30+023547.4 	016.3762539	+02.5965498	 1.051	Q   	19.80
WISEA J010530.32+520830.4	016.3763065	+52.1418579	 1.700	q   	19.13
SDSS J010530.32+192654.6 	016.3763727	+19.4485614	 3.355	Q   	20.88
SDSS J010530.39-031721.8 	016.3766421	-03.2893375	 2.451	Q   	18.84
SDSS J010530.42+265357.1 	016.3767508	+26.8992200	 0.613	Q   	21.44
J010530.49+203116.7      	016.3770556	+20.5213056	      	R   	21.51
SDSS J010530.50+332333.6 	016.3771012	+33.3927164	 0.735	Q   	19.18
SDSS J010530.61-044712.3 	016.3775460	-04.7867767	 1.380	Q   	20.96
2SLAQ J010530.81-000631.3	016.3783916	-00.1086902	 0.871	QX  	20.35
LAMOSTJ010530.84+022920.8	016.3784776	+02.4891416	 1.505	Q   	19.98
WISEA J010530.87-210140.9	016.3786725	-21.0280525	 0.400	q   	18.23
SDSS J010530.88-052105.7 	016.3786804	-05.3516089	 2.360	Q   	21.79
WISEA J010530.90+442706.1	016.3787728	+44.4517056	 1.200	qR2 	22.05
SDSS J010530.91+062124.5 	016.3788073	+06.3568075	 1.799	Q   	21.70
SDSS J010530.93+250945.9 	016.3789148	+25.1627685	 0.664	Q   	18.74
SDSS J010530.96+010517.4 	016.3790162	+01.0881974	 2.043	Q   	20.85
WISEA J010531.01-511328.5	016.3793052	-51.2246584	 2.800	q   	20.83
SDSS J010531.04+051211.7 	016.3793360	+05.2032704	 2.228	Q   	20.52
