#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:38 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:38	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F289%2Fdr16q&-out=SDSS%2CRAJ2000%2CDEJ2000%2Cz&-out.max=120000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7289
#Name: VII/289
#Title: SDSS quasar catalog, sixteenth data release (DR16Q) (Lyke+, 2020)
#INFO	ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	creator=Lyke B.W.	    First author or institution
#INFO	cites=bibcode:2020ApJS..250....8L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/289	    Dataset landing page
#INFO	publication_date=2021-03-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_289_dr16q:
#Name: VII/289/dr16q
#Title: The SDSS quasar-only catalog from DR16 (DR16Q)
#Column	SDSS	(A18)	SDSS-DR16 designation (HHMMSS.ss+DDMMSS.s; J2000) (SDSS_NAME)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-17.53/84.44] Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F11.6)	[-0.0027/7.03]? Best available redshift	[ucd=src.redshift;pos.heliocentric]
SDSS	RAJ2000	DEJ2000	z
104250.36+245738.3	160.709847	+24.960665	   1.556000
104250.37+541154.5	160.709899	+54.198474	   2.360000
104250.38+440731.9	160.709957	+44.125545	   1.391401
104250.56+324230.9	160.710668	+32.708590	   0.960112
104250.56+461058.0	160.710672	+46.182778	   1.785000
104250.58+563433.5	160.710772	+56.575972	   0.447867
104250.62+344730.8	160.710935	+34.791903	   1.056838
104250.67+415822.7	160.711130	+41.972976	   0.803739
104250.68+653609.4	160.711184	+65.602634	   1.561341
104250.79+155530.4	160.711638	+15.925127	   2.448000
104250.80+364013.2	160.711670	+36.670352	   2.369000
104250.86+382751.9	160.711955	+38.464419	   1.239445
104250.95+111602.0	160.712308	+11.267233	   0.783000
104251.05+655248.8	160.712732	+65.880233	   2.055000
104251.09+645705.6	160.712881	+64.951583	   0.896000
104251.14+191930.3	160.713106	+19.325094	   1.723000
104251.28+310741.4	160.713689	+31.128183	   0.658888
104251.31+350835.2	160.713801	+35.143137	   1.303236
104251.31+432413.5	160.713806	+43.403758	   1.145307
104251.32+353948.3	160.713840	+35.663420	   1.813963
104251.33+461958.1	160.713895	+46.332809	   1.387000
104251.40+570024.7	160.714172	+57.006872	   2.414000
104251.41+662140.7	160.714230	+66.361317	   2.484000
104251.54+502225.7	160.714781	+50.373809	   2.995000
104251.63+011302.5	160.715139	+01.217382	   1.444618
104251.65+504505.0	160.715246	+50.751412	   1.969858
104251.66+193704.9	160.715256	+19.618053	   3.371000
104251.77+514902.0	160.715716	+51.817229	   1.710989
104251.90-024220.8	160.716266	-02.705788	   2.143000
104252.01+521615.2	160.716739	+52.270903	   2.615000
104252.11+100544.4	160.717126	+10.095677	   2.221000
104252.13+312225.6	160.717229	+31.373783	   1.315000
104252.20+472633.9	160.717505	+47.442759	   3.280000
104252.23-011025.0	160.717636	-01.173614	   2.254000
104252.24+605949.4	160.717703	+60.997076	   1.054857
104252.25+300752.2	160.717739	+30.131178	   0.818169
104252.26+372939.9	160.717766	+37.494419	   1.729699
104252.29+434037.6	160.717888	+43.677122	   1.959744
104252.30+283120.0	160.717921	+28.522223	   1.595276
104252.32+011736.5	160.718019	+01.293481	   2.437593
104252.40+371856.0	160.718371	+37.315574	   2.653000
104252.50+092933.1	160.718754	+09.492543	   1.126593
104252.52+491223.9	160.718838	+49.206641	   1.599905
104252.54+082008.6	160.718920	+08.335748	   1.943000
104252.56-001310.6	160.719032	-00.219612	   0.731000
104252.57+624055.0	160.719052	+62.681952	   0.417027
104252.71+135749.3	160.719660	+13.963709	   0.830000
104252.71+374800.8	160.719658	+37.800223	   2.541000
104252.73+105513.1	160.719728	+10.920330	   1.364476
104252.75+260855.7	160.719799	+26.148808	   0.860929
104252.76+421244.2	160.719869	+42.212280	   0.878540
104252.76+540841.7	160.719862	+54.144940	   1.532881
104253.00+375045.4	160.720853	+37.845955	   2.150094
104253.02+271830.1	160.720921	+27.308365	   1.877554
104253.10+330109.5	160.721282	+33.019323	   1.342598
104253.25+261343.2	160.721911	+26.228682	   2.990000
104253.35+263945.6	160.722321	+26.662684	   2.464000
104253.35+414154.3	160.722307	+41.698429	   1.373155
104253.39+054940.2	160.722462	+05.827839	   2.246000
104253.42+570412.1	160.722591	+57.070047	   1.732000
104253.44+351053.3	160.722690	+35.181492	   2.104132
104253.44-001300.8	160.722672	-00.216900	   2.957222
104253.53+225110.3	160.723056	+22.852879	   1.593000
104253.69+240939.8	160.723730	+24.161056	   1.644000
104253.84+382002.2	160.724334	+38.333949	   3.368000
104253.84+534503.7	160.724339	+53.751053	   1.163077
104253.92+265203.1	160.724669	+26.867545	   1.274000
104253.97+281150.3	160.724911	+28.197309	   2.177499
104253.99+493917.5	160.724967	+49.654875	   0.545000
104254.06+305354.9	160.725252	+30.898601	   1.825650
104254.11+290921.8	160.725478	+29.156080	   1.512638
104254.12+644534.4	160.725509	+64.759578	   1.552752
104254.13+570611.3	160.725564	+57.103152	   1.879584
104254.31+375517.9	160.726291	+37.921664	   1.050259
104254.34+462305.7	160.726437	+46.384937	   1.674000
104254.39+232559.8	160.726628	+23.433278	   2.397000
104330.16+302718.4	160.875703	+30.455127	   0.933153
104254.50+342201.4	160.727106	+34.367056	   1.651092
104254.65+365139.9	160.727721	+36.861095	   2.446000
104254.70+414404.1	160.727918	+41.734490	   2.046044
104254.72+613828.4	160.728034	+61.641244	   2.290000
104254.79+253713.6	160.728310	+25.620466	   0.603000
104254.82+603426.5	160.728449	+60.574029	   0.818483
104255.06+441257.7	160.729441	+44.216055	   1.633000
104255.17+433617.5	160.729884	+43.604885	   1.062974
104332.04+393842.2	160.883531	+39.645056	   1.158507
104255.21+504027.1	160.730047	+50.674198	   1.245000
104255.23+514851.8	160.730137	+51.814391	   1.717710
104255.28+422832.2	160.730367	+42.475635	   1.238450
104255.37+544551.4	160.730744	+54.764279	   1.734196
104255.46+073810.9	160.731090	+07.636380	   2.649000
104255.65+575549.9	160.731884	+57.930540	   1.472528
104255.67+351500.6	160.731987	+35.250188	   1.530000
104255.75+420052.8	160.732292	+42.014683	   2.470000
104255.81+482204.4	160.732561	+48.367892	   2.554000
104255.86+312241.8	160.732782	+31.378279	   1.767460
104255.97+512936.3	160.733211	+51.493417	   3.369000
104256.00+364254.7	160.733348	+36.715207	   1.059896
104256.08+202811.7	160.733690	+20.469943	   2.311000
104256.19+223429.2	160.734131	+22.574791	   2.517000
104256.29+581320.0	160.734559	+58.222236	   1.339895
104256.31+572446.7	160.734663	+57.412976	   1.306744
104256.34+292439.0	160.734782	+29.410854	   2.539319
104256.38+054937.4	160.734953	+05.827062	   1.359255
104256.46+395946.8	160.735278	+39.996335	   1.768919
104256.60+293938.2	160.735863	+29.660636	   2.760000
104256.67+483333.0	160.736130	+48.559170	   1.423166
104256.73+532120.2	160.736389	+53.355613	   1.728670
104256.74+341154.2	160.736446	+34.198412	   1.485310
104256.87+484851.0	160.736964	+48.814181	   0.944000
104256.92+535953.6	160.737168	+53.998232	   2.283000
104256.94+472928.7	160.737259	+47.491332	   1.258000
104256.96+222608.1	160.737354	+22.435600	   1.269000
104256.98+343551.9	160.737421	+34.597773	   1.078143
104257.02+500406.5	160.737589	+50.068488	   1.169000
104257.04+530741.0	160.737678	+53.128069	   1.537000
104257.06+600232.1	160.737770	+60.042275	   2.920000
104257.08+384157.3	160.737840	+38.699260	   0.751743
104257.10+243750.3	160.737941	+24.630660	   2.349000
104257.13+623530.5	160.738047	+62.591829	   0.410752
104257.28+134233.1	160.738682	+13.709200	   1.608000
104257.30+094305.1	160.738784	+09.718108	   0.427415
104257.42+460358.3	160.739284	+46.066198	   0.765000
104257.44+082537.6	160.739349	+08.427133	   2.245000
104257.47+335504.4	160.739491	+33.917901	   2.585000
104257.48+131604.7	160.739525	+13.267984	   2.535000
104257.48+155144.5	160.739528	+15.862382	   2.680000
104257.49+324258.2	160.739549	+32.716185	   2.074125
104257.52+310103.3	160.739693	+31.017594	   3.730000
104257.57+151752.9	160.739891	+15.298053	   1.766000
104257.58+074850.5	160.739953	+07.814036	   2.660536
104257.58+243115.6	160.739941	+24.521019	   2.400000
104257.61+413824.7	160.740083	+41.640213	   1.159511
104257.70+484304.2	160.740427	+48.717856	   1.145000
104257.90+462329.6	160.741279	+46.391567	   1.507000
104258.00+200722.3	160.741693	+20.122865	   2.234000
104258.02+283033.4	160.741785	+28.509282	   2.555000
104258.12+340844.4	160.742172	+34.145675	   2.327000
104258.15+193535.9	160.742294	+19.593313	   2.756000
104258.18+295019.5	160.742450	+29.838777	   0.434000
104258.19+073003.1	160.742477	+07.500878	   2.207000
104258.26+481607.1	160.742751	+48.268663	   1.208628
104258.29+231809.2	160.742890	+23.302577	   1.212600
104258.29+370121.3	160.742892	+37.022598	   1.729681
104258.31+464948.4	160.742977	+46.830118	   1.336000
104258.40+515815.0	160.743365	+51.970846	   2.075866
104258.48+364248.6	160.743693	+36.713500	   2.133000
104258.54+495509.6	160.743954	+49.919347	   1.349000
104258.56-015000.5	160.744024	-01.833478	   2.489000
104258.67+524202.7	160.744496	+52.700770	   0.947326
104258.73+220218.4	160.744731	+22.038467	   3.239000
104258.73+374359.9	160.744710	+37.733318	   3.122679
104258.76+584951.8	160.744845	+58.831078	   2.210626
104258.80+580522.9	160.745025	+58.089711	   1.632941
104258.90+105855.6	160.745423	+10.982116	   1.824000
104258.90+553551.8	160.745420	+55.597732	   1.512928
104259.04+364904.6	160.746008	+36.817955	   2.913748
104259.27+094510.7	160.746961	+09.752978	   2.436000
104259.31+473758.7	160.747136	+47.632991	   2.394000
104259.44+153114.5	160.747703	+15.520711	   2.522000
104259.45+343541.3	160.747713	+34.594828	   0.885000
104259.47+521753.5	160.747821	+52.298222	   2.317000
104259.61+300942.7	160.748408	+30.161863	   1.804620
104259.68+155327.6	160.748688	+15.891015	   2.387000
104259.72+073023.3	160.748866	+07.506473	   1.490000
104259.78+433823.4	160.749113	+43.639857	   2.421000
104259.81+443743.9	160.749241	+44.628876	   0.653000
104259.90+303119.1	160.749614	+30.521984	   1.839885
104259.95+353926.5	160.749809	+35.657374	   1.170866
104300.01+350234.2	160.750057	+35.042842	   1.727663
104300.06+343359.0	160.750264	+34.566401	   3.175000
104300.09+420244.0	160.750381	+42.045562	   0.884452
104300.09+431816.9	160.750392	+43.304708	   1.993413
104300.10-010243.6	160.750458	-01.045470	   2.210000
104300.19+544832.2	160.750820	+54.808958	   2.477000
104300.20+491958.2	160.750834	+49.332834	   0.982575
104300.21+253453.1	160.750880	+25.581434	   2.529000
104300.27+432624.6	160.751159	+43.440179	   1.647681
104300.29+295123.5	160.751238	+29.856542	   2.124000
104300.33+285648.4	160.751379	+28.946779	   3.023206
104300.33+370235.1	160.751381	+37.043099	   1.133948
104300.35+434620.2	160.751466	+43.772289	   2.314000
104300.36+253656.4	160.751531	+25.615671	   1.759000
104335.10+474535.3	160.896253	+47.759809	   1.500489
104300.36+280407.4	160.751530	+28.068737	   2.123456
104300.45+031111.8	160.751891	+03.186632	   2.388000
104300.57+311548.2	160.752410	+31.263404	   1.196267
104300.60+373940.5	160.752525	+37.661261	   0.969144
104300.60+435059.2	160.752517	+43.849781	   2.040043
104300.61+193842.9	160.752547	+19.645258	   0.817000
104300.87+603805.9	160.753643	+60.634982	   0.804000
104301.03+343721.6	160.754294	+34.622673	   1.813777
104301.19+271550.7	160.754972	+27.264094	   1.759513
104301.35+401857.5	160.755665	+40.315981	   1.482306
104301.36+342055.1	160.755696	+34.348639	   3.395000
104301.54+311825.4	160.756440	+31.307057	   2.368000
104301.71+525249.6	160.757126	+52.880464	   1.264239
104301.84+213425.0	160.757685	+21.573612	   1.041200
104301.91+304336.0	160.757997	+30.726681	   0.723955
104301.95+374250.3	160.758153	+37.713997	   2.248000
104302.15+335241.5	160.758996	+33.878209	   1.045847
104302.27+652538.9	160.759490	+65.427494	   1.132174
104302.29+582611.9	160.759554	+58.436667	   0.933032
104302.43+312434.0	160.760125	+31.409449	   3.865000
104302.44+551813.2	160.760171	+55.303670	   0.467000
104302.51+552914.2	160.760479	+55.487300	   2.391000
104302.55+282006.8	160.760654	+28.335246	   2.529000
104302.57+373218.9	160.760723	+37.538608	   2.142889
104302.61+331144.3	160.760899	+33.195642	   2.084333
104302.64+371139.6	160.761003	+37.194352	   2.646000
104302.73+351500.1	160.761415	+35.250028	   2.059941
104302.77+290025.8	160.761548	+29.007192	   1.908365
104302.84+520656.1	160.761859	+52.115608	   2.270000
104302.85+274725.5	160.761905	+27.790429	   1.199897
104303.00+201459.5	160.762520	+20.249876	   2.453000
104303.10+483037.6	160.762953	+48.510464	   2.241000
104303.14+503737.1	160.763085	+50.626979	   0.806517
104303.18+494407.5	160.763252	+49.735438	   1.820861
104303.23+540856.7	160.763478	+54.149097	   1.727334
104303.28+412049.1	160.763673	+41.346976	   1.236816
104303.43+384012.1	160.764330	+38.670055	   2.886000
104303.57+452924.2	160.764889	+45.490062	   0.576000
104303.60+321938.2	160.765018	+32.327298	   1.648324
104303.62+010318.6	160.765121	+01.055193	   1.585000
104303.82+200527.7	160.765934	+20.091041	   2.242000
104303.91+173429.3	160.766321	+17.574813	   3.018000
104303.91+302150.1	160.766323	+30.363942	   1.849997
104303.99+355224.1	160.766647	+35.873372	   1.796209
104304.02+143825.9	160.766791	+14.640543	   0.985052
104304.11+505320.4	160.767151	+50.889017	   3.028000
104304.36+505402.9	160.768180	+50.900818	   1.722340
104304.40+521116.5	160.768339	+52.187931	   0.990635
104304.41+494821.1	160.768388	+49.805880	   1.336228
104304.46+652701.8	160.768619	+65.450514	   1.637527
104304.66+154039.6	160.769425	+15.677687	   2.376000
104304.66+360710.1	160.769442	+36.119475	   1.771335
104304.66+450459.7	160.769441	+45.083271	   0.576000
104304.69+080204.2	160.769556	+08.034502	   0.717377
104304.72+433608.8	160.769675	+43.602458	   3.949000
104304.76+020549.2	160.769834	+02.097004	   1.960893
104304.88+464953.4	160.770336	+46.831521	   2.910000
104304.95+052515.6	160.770660	+05.421014	   1.187554
104305.09+332945.2	160.771232	+33.495913	   2.119992
104305.37+491550.1	160.772415	+49.263918	   0.894000
104305.39+270623.4	160.772464	+27.106503	   1.841000
104305.40+015428.1	160.772519	+01.907828	   0.612784
104305.51+445835.8	160.772978	+44.976637	   1.873000
104305.51+471529.5	160.772963	+47.258215	   1.348000
104305.57+512525.3	160.773246	+51.423721	   2.284000
104305.58+361001.5	160.773271	+36.167089	   1.317027
104305.59-014637.1	160.773314	-01.776985	   1.058000
104305.67+022906.0	160.773631	+02.485025	   2.181000
104305.68+375033.4	160.773682	+37.842636	   1.023155
104305.81+001628.9	160.774224	+00.274698	   2.229000
104305.92+111805.8	160.774685	+11.301613	   2.970000
104305.97+072752.4	160.774894	+07.464581	   2.247000
104306.01+001006.7	160.775057	+00.168538	   0.936089
104306.01+034806.5	160.775043	+03.801814	   2.627000
104306.06+472731.0	160.775281	+47.458629	   1.382000
104306.10+472039.0	160.775417	+47.344186	   1.327000
104306.12+404533.9	160.775504	+40.759422	   1.549761
104306.23+574606.1	160.775990	+57.768380	   0.816000
104306.37+282321.7	160.776567	+28.389361	   1.854355
104306.37+374307.3	160.776582	+37.718721	   0.905963
104306.37+435847.8	160.776572	+43.979950	   0.879303
104337.76+422026.3	160.907339	+42.340651	   1.531648
104306.38+211916.6	160.776609	+21.321287	   2.549000
104306.38+361932.3	160.776616	+36.325663	   1.630597
104306.48+010848.7	160.777035	+01.146872	   2.511000
104306.52+404355.5	160.777177	+40.732093	   1.997108
104306.53+393447.8	160.777241	+39.579947	   2.051479
104306.58+453447.0	160.777423	+45.579731	   1.881000
104306.60+564412.6	160.777529	+56.736844	   2.075753
104306.61+534648.6	160.777550	+53.780193	   1.731339
104306.68-013310.8	160.777836	-01.553009	   2.502000
104306.72+140753.9	160.778034	+14.131645	   1.959000
104306.73+403827.4	160.778059	+40.640946	   1.995965
104306.73+443020.4	160.778078	+44.505679	   1.324622
104306.95+355501.8	160.778978	+35.917185	   1.232856
104306.98+034122.6	160.779119	+03.689616	   0.854294
104307.17+532917.7	160.779894	+53.488276	   1.104168
104307.22+473721.9	160.780117	+47.622761	   2.386000
104307.28+550400.1	160.780335	+55.066698	   1.415354
104307.31+534314.5	160.780490	+53.720722	   0.909957
104307.46+273803.6	160.781094	+27.634353	   1.720154
104307.50+581452.6	160.781250	+58.247948	   1.597000
104307.58+662502.6	160.781621	+66.417403	   2.264000
104307.60+393527.2	160.781701	+39.590913	   0.939630
104307.62+451844.4	160.781770	+45.312346	   1.312000
104307.65+081338.5	160.781885	+08.227364	   2.144000
104312.47+314430.7	160.801997	+31.741867	   1.530177
104307.75+054724.0	160.782318	+05.790014	   2.480000
104307.81+213329.0	160.782546	+21.558077	   2.407000
104307.85+100651.7	160.782710	+10.114378	   2.551000
104307.93+550748.9	160.783047	+55.130268	   2.013377
104308.11+462334.2	160.783813	+46.392834	   1.034000
104308.11+590319.6	160.783797	+59.055451	   0.952960
104308.30+465446.6	160.784598	+46.912970	   2.091000
104308.34+431126.3	160.784777	+43.190652	   1.809386
104308.35+121126.5	160.784797	+12.190703	   2.423000
104308.47+080729.6	160.785324	+08.124893	   1.767000
104308.47+291854.3	160.785326	+29.315099	   2.436000
104308.47+334904.9	160.785297	+33.818051	   1.716442
104308.53+421845.0	160.785551	+42.312523	   2.680000
104308.56+480520.2	160.785668	+48.088954	   1.712000
104308.58+551816.7	160.785777	+55.304661	   2.043881
104308.64+104500.0	160.786039	+10.750016	   2.917000
104308.66+501926.8	160.786092	+50.324131	   2.451000
104308.69-005512.3	160.786215	-00.920088	   2.501000
104308.70+541223.8	160.786257	+54.206623	   2.654000
104308.72+543036.8	160.786336	+54.510243	   0.670000
104308.74+380246.8	160.786433	+38.046351	   2.295000
104308.82+041740.1	160.786770	+04.294480	   2.594000
104308.89+115041.3	160.787046	+11.844832	   2.955000
104309.02+083745.1	160.787622	+08.629196	   0.729563
104309.04+240835.4	160.787672	+24.143176	   0.560000
104309.07+411244.7	160.787797	+41.212444	   1.898351
104309.18+480247.5	160.788265	+48.046548	   0.570000
104309.30+374521.5	160.788778	+37.755993	   2.574000
104309.42+313743.8	160.789270	+31.628835	   0.404248
104309.45+092633.9	160.789389	+09.442751	   3.719000
104309.55+363513.0	160.789811	+36.586961	   0.961282
104309.70+075317.8	160.790439	+07.888304	   1.182143
104309.72+325410.4	160.790540	+32.902914	   2.128272
104309.75+280016.7	160.790634	+28.004658	   1.473506
104309.76+291118.8	160.790669	+29.188578	   1.829000
104309.85+291731.9	160.791063	+29.292214	   2.565906
104309.85+623112.7	160.791058	+62.520208	   0.915040
104309.90+524009.5	160.791286	+52.669314	   2.229000
104309.94+463122.6	160.791455	+46.522972	   1.719000
104310.04+375740.1	160.791868	+37.961145	   2.136487
104310.16+543646.0	160.792364	+54.612793	   1.057725
104310.21+181651.9	160.792564	+18.281091	   1.287500
104310.39+313335.3	160.793329	+31.559828	   1.979630
104310.44+275746.0	160.793515	+27.962802	   1.145000
104310.44+370220.5	160.793532	+37.039028	   1.514706
104310.48+335035.9	160.793697	+33.843316	   2.414390
104310.50+242513.7	160.793789	+24.420500	   3.232000
104310.67+440123.6	160.794490	+44.023235	   1.607499
104352.99+343307.2	160.970794	+34.552014	   1.473733
104310.81+422433.2	160.795060	+42.409241	   1.933000
104310.83+302520.3	160.795125	+30.422315	   2.462000
104310.87+605738.0	160.795293	+60.960559	   1.713442
104311.03+422235.6	160.795999	+42.376582	   2.934000
104311.10+303357.0	160.796272	+30.565841	   1.676307
104311.16+461511.4	160.796539	+46.253173	   1.552000
104311.38+121935.1	160.797432	+12.326443	   2.297000
104311.40+481357.6	160.797538	+48.232686	   0.979523
104311.52+112349.7	160.798039	+11.397162	   1.158044
104311.54+412406.0	160.798116	+41.401676	   1.993268
104311.58+323015.5	160.798267	+32.504306	   0.907000
104311.69+294852.2	160.798747	+29.814502	   1.001067
104311.72+385802.5	160.798842	+38.967381	   1.947903
104311.74+315645.0	160.798935	+31.945842	   1.530017
104311.83+542258.3	160.799325	+54.382869	   1.616546
104311.90+244445.2	160.799597	+24.745914	   1.508000
104311.93+230549.1	160.799735	+23.096991	   0.754000
104312.10+562117.7	160.800422	+56.354943	   1.700436
104312.20+533829.2	160.800849	+53.641465	   0.622000
104312.21+424315.1	160.800885	+42.720887	   1.569711
104312.23+395549.4	160.800995	+39.930391	   0.703021
104312.24+135724.4	160.801038	+13.956780	   0.830000
104312.37+364646.5	160.801560	+36.779607	   1.752228
104312.40+261517.7	160.801682	+26.254925	   1.146000
104312.41+041839.8	160.801733	+04.311056	   0.726333
104316.94+431512.4	160.820620	+43.253451	   0.770000
104312.48+601922.5	160.802017	+60.322939	   1.177000
104312.55+355255.3	160.802326	+35.882029	   2.319000
104312.62+465333.8	160.802622	+46.892736	   2.824000
104312.62+480047.4	160.802608	+48.013167	   1.840000
104312.84+440530.8	160.803501	+44.091911	   2.078551
104312.93+393025.9	160.803877	+39.507202	   2.809000
104313.04+512807.8	160.804335	+51.468835	   1.418000
104313.05+291612.1	160.804412	+29.270042	   0.902865
104313.10+470945.4	160.804596	+47.162635	   0.718000
104313.13+560827.7	160.804724	+56.141048	   0.652522
104313.32+152335.3	160.805500	+15.393143	   2.577000
104313.35+354910.8	160.805664	+35.819676	   1.724460
104313.48+370950.2	160.806195	+37.163963	   1.660000
104313.59+534909.8	160.806659	+53.819402	   2.358587
104313.67+294248.0	160.806980	+29.713333	   2.336002
104313.68+143435.7	160.807023	+14.576584	   3.361000
104313.70+013656.7	160.807112	+01.615762	   2.418000
104313.70+285754.0	160.807093	+28.965009	   1.815930
104313.77+012255.7	160.807407	+01.382146	   3.150727
104313.78+524022.6	160.807418	+52.672952	   1.737947
104313.80+663135.9	160.807525	+66.526647	   1.283277
104313.94+374209.4	160.808120	+37.702617	   1.233870
104314.14+572837.1	160.808939	+57.476990	   2.092547
104314.17+605731.2	160.809054	+60.958677	   1.193000
104314.22+303149.9	160.809253	+30.530529	   1.324608
104314.28+094846.6	160.809510	+09.812961	   2.219000
104314.33+223147.5	160.809717	+22.529888	   3.013000
104314.36+221033.2	160.809856	+22.175907	   1.156000
104314.44+020409.6	160.810180	+02.069343	   3.794000
104314.49+115910.1	160.810386	+11.986164	   2.940000
104314.52+541823.1	160.810517	+54.306437	   1.553479
104314.59+564409.2	160.810825	+56.735907	   1.543200
104314.62+460231.1	160.810921	+46.041980	   1.581000
104314.66+235951.4	160.811110	+23.997626	   2.227000
104314.79+042941.6	160.811666	+04.494906	   0.761113
104314.95+271631.3	160.812298	+27.275387	   1.383277
104315.07+181018.9	160.812801	+18.171920	   2.315000
104315.10+312313.7	160.812918	+31.387144	   1.926900
104315.12+213633.0	160.813032	+21.609173	   2.424000
104315.15+411715.7	160.813144	+41.287710	   0.806588
104315.23+622624.5	160.813461	+62.440166	   0.419000
104315.38+254026.4	160.814088	+25.674001	   2.810000
104315.72+393253.0	160.815533	+39.548067	   2.226000
104315.86+501541.1	160.816105	+50.261443	   0.754000
104315.86-020803.2	160.816114	-02.134248	   3.032000
104315.88+435833.8	160.816191	+43.976069	   0.638000
104315.95+371549.7	160.816484	+37.263823	   0.734130
104315.97+511459.2	160.816569	+51.249797	   1.607000
104319.46+481902.1	160.831109	+48.317250	   1.477414
104316.01+365843.7	160.816749	+36.978821	   1.764000
104316.06+305337.1	160.816957	+30.893646	   0.498626
104316.21+404101.9	160.817544	+40.683884	   1.692799
104316.48+221356.6	160.818698	+22.232410	   0.753000
104316.52+420216.7	160.818845	+42.037993	   1.156115
104316.57+532643.2	160.819044	+53.445356	   1.773000
104316.76+433301.3	160.819854	+43.550387	   1.287919
104316.81+420356.6	160.820076	+42.065728	   3.306000
104317.00+060606.1	160.820867	+06.101722	   2.294000
104317.00+304009.6	160.820866	+30.669334	   0.243000
104317.00+455033.2	160.820865	+45.842563	   2.243000
104317.02+162345.4	160.820940	+16.395969	   1.262000
104317.02+400441.5	160.820926	+40.078206	   1.682907
104317.05+304920.5	160.821055	+30.822387	   1.374992
104317.17+281222.2	160.821568	+28.206168	   2.342000
104317.19+312644.5	160.821638	+31.445698	   1.382894
104319.87+443340.5	160.832828	+44.561258	   0.929571
104317.29+512317.5	160.822066	+51.388202	   1.108000
104317.42+564751.2	160.822619	+56.797569	   0.990559
104317.87+143529.5	160.824459	+14.591544	   2.095000
104317.87+531334.6	160.824461	+53.226292	   0.896000
104317.91+150439.7	160.824626	+15.077699	   2.727000
104317.94+341715.5	160.824773	+34.287659	   1.774673
104318.01+393135.3	160.825078	+39.526495	   1.001229
104318.04+413249.2	160.825188	+41.547026	   1.809922
104318.06+235009.0	160.825269	+23.835844	   3.184000
104318.07+385102.7	160.825299	+38.850769	   1.633462
104318.10+374337.6	160.825425	+37.727120	   1.134840
104318.11+591024.7	160.825468	+59.173554	   2.033982
104318.24+644716.2	160.826033	+64.787834	   2.927000
104318.30+092958.3	160.826267	+09.499548	   0.621738
104318.41+352226.7	160.826714	+35.374095	   3.482000
104318.48+392413.4	160.827030	+39.403744	   0.944559
104318.68+032915.1	160.827836	+03.487533	   2.882000
104318.69+473428.6	160.827881	+47.574637	   0.731110
104318.74+371219.3	160.828083	+37.205387	   2.661881
104318.75+655245.4	160.828130	+65.879287	   0.845396
104318.88+004747.3	160.828685	+00.796472	   2.561000
104318.98+373653.0	160.829091	+37.614732	   2.246000
104319.00+300957.3	160.829174	+30.165943	   1.908814
104319.16+155327.1	160.829866	+15.890863	   2.400000
104319.61+121525.4	160.831724	+12.257060	   3.064000
104319.64+084502.5	160.831873	+08.750699	   3.113000
104319.65+321709.3	160.831903	+32.285937	   2.673000
104319.65+613135.7	160.831876	+61.526603	   2.342000
104319.79+470740.1	160.832476	+47.127828	   2.305000
104319.84+481800.7	160.832687	+48.300221	   0.540000
104319.86+375047.9	160.832759	+37.846656	   2.888000
104319.86+421709.8	160.832774	+42.286057	   0.456141
104319.88+132748.6	160.832853	+13.463526	   1.457918
104319.95+540352.9	160.833133	+54.064718	   1.530114
104320.00+585014.8	160.833342	+58.837465	   2.519000
104320.02+373027.2	160.833420	+37.507559	   0.669000
104320.15+501413.3	160.833974	+50.237055	   3.247000
104320.26+342902.8	160.834437	+34.484123	   1.347554
104320.32+331219.2	160.834697	+33.205339	   1.471616
104320.43+515138.9	160.835133	+51.860817	   1.712567
104439.12+520957.8	161.163009	+52.166057	   1.447316
104320.48+464622.7	160.835351	+46.772982	   1.624000
104320.58+424304.3	160.835755	+42.717870	   2.976000
104320.68+481837.1	160.836188	+48.310314	   1.467211
104320.74+184606.0	160.836438	+18.768349	   2.508000
104320.86+190419.1	160.836928	+19.071994	   0.763000
104320.87+611218.5	160.836979	+61.205157	   1.984000
