#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:11 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:11	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F274%2Fbzcat5&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7274
#Name: VII/274
#Title: The Roma BZCAT - 5th edition (Massaro+, 2015)
#INFO	ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	creator=Massaro E.	    First author or institution
#INFO	cites=bibcode:2015Ap&SS.357...75M	    Article or Data origin sources
#INFO	journal=Ap&S	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/274	    Dataset landing page
#INFO	publication_date=2020-10-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_274_bzcat5:
#Name: VII/274/bzcat5
#Title: The Roma BZCAT - 5th edition
#Column	Name	(A15)	Source name (based on J2000 position), 5BZA JHHMM+DDMM (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
Name	RAJ2000	DEJ2000	z
5BZQ J0516-1603	05 16 15.93	-16 03 07.59	 1.278
5BZB J0516+7351	05 16 31.20	+73 51 08.60	 0.000
5BZB J0516-6207	05 16 44.93	-62 07 05.41	 1.300
5BZQ J0516-1537	05 16 57.18	-15 37 10.41	 1.595
5BZQ J0517-0520	05 17 28.11	-05 20 40.81	 1.413
5BZU J0517+0858	05 17 40.04	+08 58 35.79	 0.328
5BZQ J0517+0648	05 17 51.34	+06 48 03.20	 0.840
5BZQ J0521-1737	05 21 23.56	-17 37 30.21	 0.347
5BZB J0521+2112	05 21 45.96	+21 12 51.51	 0.000
5BZQ J0522+0113	05 22 17.46	+01 13 31.18	 2.941
5BZQ J0522-0725	05 22 23.20	-07 25 13.40	 0.164
5BZQ J0522-6107	05 22 34.43	-61 07 57.10	 1.400
5BZQ J0522-1627	05 22 44.64	-16 27 52.41	 1.297
5BZU J0522-3627	05 22 57.97	-36 27 30.81	 0.056
5BZQ J0523-2614	05 23 18.47	-26 14 09.60	 3.109
5BZU J0525-3343	05 25 06.17	-33 43 05.48	 4.413
5BZQ J0525-2338	05 25 06.51	-23 38 10.78	 3.100
5BZQ J0525-4557	05 25 31.39	-45 57 54.68	 1.479
5BZQ J0525-4318	05 25 54.89	-43 18 01.18	 2.164
5BZQ J0526-4830	05 26 16.67	-48 30 36.79	 1.300
5BZB J0527+0331	05 27 32.70	+03 31 31.51	 0.000
5BZU J0528-5820	05 28 34.72	-58 20 17.30	 0.254
5BZQ J0529-0519	05 29 53.52	-05 19 41.59	 0.685
5BZQ J0530-2503	05 30 07.96	-25 03 29.91	 2.778
5BZQ J0530+1331	05 30 56.41	+13 31 55.09	 2.070
5BZQ J0532-3848	05 32 02.05	-38 48 54.28	 1.315
5BZU J0532-0307	05 32 07.51	-03 07 06.99	 1.880
5BZQ J0532+0732	05 32 38.99	+07 32 43.29	 1.254
5BZQ J0533+4822	05 33 15.86	+48 22 52.78	 1.160
5BZQ J0533-8324	05 33 36.77	-83 24 34.09	 0.774
5BZB J0533-4632	05 33 40.81	-46 32 15.00	 0.332
5BZB J0533-7216	05 33 44.70	-72 16 24.31	 0.000
5BZQ J0534-3747	05 34 17.48	-37 47 25.80	 1.668
5BZQ J0534-6106	05 34 35.76	-61 06 07.09	 1.997
5BZQ J0535-0239	05 35 12.25	-02 39 06.69	 1.033
5BZQ J0536-3401	05 36 28.43	-34 01 11.49	 0.684
5BZB J0536-3343	05 36 29.06	-33 43 02.38	 0.000
5BZB J0537-5718	05 37 48.95	-57 18 30.20	 0.000
5BZU J0538-3908	05 38 10.36	-39 08 42.50	 0.000
5BZB J0538-4405	05 38 50.35	-44 05 08.91	 0.892
5BZQ J0539-3427	05 39 05.45	-34 27 12.70	 0.263
5BZU J0539-1550	05 39 32.00	-15 50 30.29	 0.947
5BZQ J0539+1433	05 39 42.36	+14 33 45.61	 2.690
5BZQ J0539-2839	05 39 54.28	-28 39 55.90	 3.104
5BZB J0540+2507	05 40 14.33	+25 07 55.30	 0.623
5BZB J0540+5823	05 40 30.00	+58 23 38.39	 0.000
5BZQ J0540-5418	05 40 45.84	-54 18 22.10	 1.185
5BZQ J0541+5312	05 41 16.17	+53 12 24.80	 1.275
5BZQ J0541-0541	05 41 38.08	-05 41 49.41	 0.838
5BZB J0543-5532	05 43 57.20	-55 32 07.40	 0.273
5BZQ J0544-2241	05 44 07.56	-22 41 09.99	 1.537
5BZQ J0546-6415	05 46 41.83	-64 15 21.88	 0.323
5BZB J0546-2204	05 46 56.76	-22 04 55.70	 0.247
5BZQ J0547-6728	05 47 50.22	-67 28 01.70	 1.010
5BZQ J0549-5246	05 49 43.80	-52 46 26.00	 0.447
5BZQ J0550-5732	05 50 09.54	-57 32 24.28	 2.001
5BZG J0550-3216	05 50 40.56	-32 16 17.29	 0.069
5BZQ J0551-1909	05 51 55.26	-19 09 20.98	 0.730
5BZB J0553-2034	05 53 33.10	-20 34 18.69	 0.000
5BZQ J0554+6857	05 54 00.81	+68 57 54.39	 1.373
5BZQ J0555+3948	05 55 30.80	+39 48 49.21	 2.365
5BZB J0556-4351	05 56 18.73	-43 51 46.00	 0.000
5BZQ J0557+2413	05 57 04.71	+24 13 55.30	 3.228
5BZQ J0558-1317	05 58 02.54	-13 17 41.20	 1.725
5BZB J0558-3838	05 58 06.10	-38 38 29.50	 0.302
5BZB J0558-7459	05 58 46.03	-74 59 05.20	 0.000
5BZQ J0559-4529	05 59 11.55	-45 29 40.20	 0.687
5BZQ J0559+5804	05 59 13.38	+58 04 03.39	 0.904
5BZQ J0600-3937	06 00 31.38	-39 37 02.38	 1.661
5BZB J0601+3838	06 01 02.86	+38 38 29.18	 0.000
5BZQ J0601-7036	06 01 11.18	-70 36 08.78	 2.409
5BZQ J0601+2324	06 01 47.35	+23 24 53.49	 0.274
5BZQ J0601-2736	06 01 48.71	-27 36 21.99	 1.664
5BZQ J0601-2004	06 01 52.83	-20 04 45.19	 1.216
5BZQ J0603+1742	06 03 09.12	+17 42 16.81	 1.738
5BZQ J0603-1716	06 03 57.72	-17 16 28.19	 2.711
5BZB J0604-4817	06 04 08.64	-48 17 25.40	 0.000
5BZQ J0604-4225	06 04 25.17	-42 25 30.10	 0.611
5BZQ J0604+2429	06 04 55.12	+24 29 54.99	 1.133
5BZQ J0606-0724	06 06 43.55	-07 24 30.20	 1.277
5BZQ J0606-0024	06 06 57.42	-00 24 57.70	 1.028
5BZB J0607-2518	06 07 14.38	-25 18 59.50	 0.275
5BZB J0607+4739	06 07 23.24	+47 39 46.90	 0.000
5BZQ J0607+6720	06 07 52.67	+67 20 55.39	 1.970
5BZQ J0607-0834	06 07 59.70	-08 34 50.01	 0.870
5BZU J0608-1520	06 08 01.52	-15 20 36.99	 1.094
5BZQ J0608-2220	06 08 59.69	-22 20 20.90	 1.926
5BZB J0609-0247	06 09 15.05	-02 47 54.60	 0.000
5BZQ J0609-0615	06 09 39.94	-06 15 05.79	 2.219
5BZQ J0609-1542	06 09 40.95	-15 42 40.71	 0.324
5BZB J0610-1847	06 10 17.88	-18 47 40.09	 0.000
5BZQ J0610-6058	06 10 30.30	-60 58 38.09	 1.773
5BZQ J0610-2301	06 10 38.79	-23 01 45.80	 2.854
5BZQ J0612-4337	06 12 28.61	-43 37 48.39	 3.461
5BZQ J0612-3138	06 12 29.65	-31 38 58.19	 0.873
5BZB J0612+4122	06 12 51.18	+41 22 37.41	 0.000
5BZB J0613+7107	06 13 43.32	+71 07 26.68	 0.267
5BZQ J0613+1306	06 13 57.68	+13 06 45.39	 0.745
5BZQ J0614-2536	06 14 17.21	-25 36 53.49	 2.150
5BZQ J0614+6046	06 14 23.87	+60 46 21.79	 2.702
5BZB J0615-3117	06 15 19.24	-31 17 21.51	 0.000
5BZQ J0617-2200	06 17 02.04	-22 00 28.11	 2.316
5BZB J0617+5701	06 17 16.91	+57 01 16.39	 0.000
5BZG J0617-1715	06 17 33.41	-17 15 24.80	 0.098
5BZQ J0617+7816	06 17 56.94	+78 16 07.39	 1.430
5BZQ J0618+4620	06 18 08.22	+46 20 16.00	 0.607
5BZQ J0618-7843	06 18 30.09	-78 43 02.20	 0.942
5BZU J0619-1140	06 19 04.09	-11 40 54.91	 0.970
5BZU J0620-2515	06 20 32.11	-25 15 17.49	 1.900
5BZB J0621+1747	06 21 47.75	+17 47 35.08	 0.000
5BZB J0621-3411	06 21 49.68	-34 11 49.41	 0.529
5BZU J0621+3750	06 21 57.63	+37 50 57.01	 0.000
5BZQ J0622-1927	06 22 28.54	-19 27 18.21	 2.190
5BZU J0622+3326	06 22 52.21	+33 26 10.39	 1.062
5BZQ J0623-6436	06 23 07.68	-64 36 20.80	 0.129
5BZQ J0623-4413	06 23 31.79	-44 13 02.49	 0.688
5BZB J0623-5257	06 23 37.86	-52 57 56.01	 0.000
5BZQ J0624+3856	06 24 19.01	+38 56 48.69	 3.469
5BZB J0624-3230	06 24 45.05	-32 30 55.29	 0.252
5BZB J0625+4440	06 25 18.27	+44 40 01.59	 0.000
5BZQ J0625-5438	06 25 52.21	-54 38 51.00	 2.051
5BZB J0628-6248	06 28 57.48	-62 48 44.71	 0.000
5BZB J0629-1959	06 29 23.76	-19 59 19.71	 0.000
5BZQ J0630-1323	06 30 53.89	-13 23 34.51	 1.021
5BZB J0630-2406	06 30 59.51	-24 06 46.18	 0.000
5BZQ J0631-4154	06 31 11.99	-41 54 26.89	 1.416
5BZQ J0631-1410	06 31 20.22	-14 10 31.79	 1.017
5BZQ J0631+5311	06 31 34.72	+53 11 27.60	 2.204
5BZQ J0632-5404	06 32 01.15	-54 04 57.50	 0.193
5BZQ J0632-2614	06 32 06.52	-26 14 12.80	 0.717
5BZQ J0632+3200	06 32 30.77	+32 00 53.60	 1.831
5BZQ J0633-2223	06 33 26.76	-22 23 22.70	 1.508
5BZB J0635-2620	06 35 20.90	-26 20 39.91	 0.000
5BZQ J0635-7516	06 35 46.50	-75 16 16.78	 0.653
5BZQ J0636-2113	06 36 00.59	-21 13 12.21	 1.883
5BZB J1011+0106	10 11 15.64	+01 06 42.51	 0.000
5BZB J0639-3346	06 39 20.89	-33 46 00.08	 0.000
5BZQ J0639+7324	06 39 21.95	+73 24 57.99	 1.850
5BZQ J0642+6758	06 42 04.26	+67 58 35.61	 3.180
5BZQ J0642-6150	06 42 46.99	-61 50 08.69	 1.223
5BZG J0643+4214	06 43 26.76	+42 14 18.81	 0.089
5BZQ J0644-3459	06 44 25.27	-34 59 41.89	 2.165
5BZQ J0644+3914	06 44 53.70	+39 14 47.50	 1.266
5BZU J0645+6024	06 45 01.56	+60 24 45.00	 0.832
5BZQ J0646-3903	06 46 30.91	-39 03 39.09	 0.681
5BZQ J0646+4451	06 46 32.03	+44 51 16.59	 3.396
5BZQ J0648-4347	06 48 13.42	-43 47 15.61	 1.029
5BZQ J0648-3044	06 48 14.10	-30 44 19.71	 1.153
5BZQ J0648-1744	06 48 28.49	-17 44 05.49	 1.232
5BZB J0648+1516	06 48 47.64	+15 16 24.81	 0.179
5BZQ J0649-5920	06 49 28.61	-59 20 28.60	 2.272
5BZQ J0650+6001	06 50 31.25	+60 01 44.61	 0.455
5BZB J0650+2502	06 50 46.48	+25 02 59.60	 0.203
5BZQ J0650+5616	06 50 48.15	+56 16 34.49	 1.427
5BZQ J0653+3705	06 53 58.27	+37 05 40.59	 1.982
5BZQ J0654+5042	06 54 22.08	+50 42 23.90	 1.253
5BZQ J0654+4514	06 54 23.70	+45 14 23.49	 0.928
5BZG J0654+4247	06 54 43.52	+42 47 58.70	 0.126
5BZG J0656+4237	06 56 10.66	+42 37 02.78	 0.059
5BZQ J0656-0323	06 56 11.11	-03 23 06.79	 0.634
5BZB J0656-2403	06 56 22.67	-24 03 19.51	 0.371
5BZQ J0657+2423	06 57 05.68	+24 23 55.39	 1.925
5BZU J0658-5840	06 58 13.78	-58 40 27.58	 0.421
5BZQ J0659-2745	06 59 49.87	-27 45 18.79	 1.727
5BZB J0700-6610	07 00 31.24	-66 10 45.19	 0.000
5BZQ J0701-4634	07 01 34.55	-46 34 36.58	 0.822
5BZQ J0702+8549	07 02 32.71	+85 49 52.28	 1.059
5BZB J0702-1951	07 02 42.89	-19 51 21.99	 0.000
5BZB J0706+3744	07 06 31.68	+37 44 36.31	 0.000
5BZB J0706+7741	07 06 51.31	+77 41 36.99	 0.000
5BZB J0707+6110	07 07 00.61	+61 10 11.60	 0.000
5BZB J0708+2241	07 08 58.29	+22 41 35.48	 0.000
5BZG J0709+5010	07 09 34.19	+50 10 56.10	 0.020
5BZU J0709-0255	07 09 45.05	-02 55 17.50	 0.000
5BZB J0710+5908	07 10 30.05	+59 08 20.18	 0.125
5BZQ J0710+4220	07 10 44.33	+42 20 54.99	 1.163
5BZB J0710+4732	07 10 46.09	+47 32 11.11	 1.292
5BZB J0712+5719	07 12 18.90	+57 19 47.99	 0.095
5BZB J0712+5033	07 12 43.67	+50 33 22.71	 0.000
5BZU J0713+4349	07 13 38.16	+43 49 17.00	 0.518
5BZQ J0713+1935	07 13 55.67	+19 35 00.38	 0.540
5BZQ J0714+3534	07 14 24.82	+35 34 39.79	 1.620
5BZQ J0717+4538	07 17 51.84	+45 38 03.30	 0.940
5BZB J0718-4319	07 18 43.63	-43 19 49.69	 0.000
5BZQ J0719-6218	07 19 04.46	-62 18 02.41	 1.247
5BZQ J0719+3307	07 19 19.42	+33 07 09.69	 0.779
5BZQ J0721+0406	07 21 23.90	+04 06 44.20	 0.665
5BZB J0721+7120	07 21 53.45	+71 20 36.38	 0.000
5BZQ J0722+3722	07 22 01.25	+37 22 28.59	 1.630
5BZB J0722-0731	07 22 59.68	-07 31 34.78	 0.000
5BZB J0723+5841	07 23 14.03	+58 41 20.11	 0.000
5BZB J0723-8247	07 23 39.41	-82 47 41.09	 0.000
5BZQ J0723+2859	07 23 54.83	+28 59 29.90	 0.966
5BZQ J0724-0715	07 24 17.28	-07 15 20.41	 0.280
5BZB J0724+2621	07 24 42.73	+26 21 30.59	 0.000
5BZQ J0725+1425	07 25 16.80	+14 25 13.69	 1.038
5BZU J0725-0054	07 25 50.64	-00 54 56.48	 0.128
5BZQ J0726+2153	07 26 14.26	+21 53 20.11	 1.857
5BZQ J0726-4728	07 26 26.23	-47 28 53.39	 1.686
5BZQ J0726+0636	07 26 36.35	+06 36 42.91	 1.950
5BZB J0726+3734	07 26 59.52	+37 34 23.01	 0.872
5BZU J0727+4844	07 27 03.10	+48 44 10.10	 2.460
5BZQ J0728-4745	07 28 23.51	-47 45 16.99	 2.282
5BZQ J0728+5701	07 28 49.62	+57 01 24.38	 0.426
5BZU J0729-1320	07 29 17.82	-13 20 02.29	 0.344
5BZQ J0730-1141	07 30 19.11	-11 41 12.58	 1.589
5BZB J0730+3307	07 30 26.05	+33 07 22.90	 0.112
5BZU J0730-3208	07 30 38.29	-32 08 20.18	 0.516
5BZQ J0730+4049	07 30 51.34	+40 49 50.59	 2.501
5BZQ J0731+2451	07 31 33.74	+24 51 58.60	 1.089
5BZB J0731+2804	07 31 52.72	+28 04 33.09	 0.248
5BZQ J0732+2548	07 32 56.28	+25 48 38.69	 1.443
5BZB J0733+3515	07 33 29.56	+35 15 42.80	 0.177
5BZB J0733+4111	07 33 46.80	+41 11 19.89	 0.670
5BZQ J0733+5022	07 33 52.51	+50 22 09.08	 0.720
5BZQ J0733+0456	07 33 57.45	+04 56 14.38	 3.010
5BZQ J0735+4750	07 35 02.30	+47 50 08.41	 0.782
5BZQ J0735+7115	07 35 02.34	+71 15 06.01	 0.795
5BZQ J0736+2604	07 36 58.07	+26 04 49.90	 0.997
5BZB J0737+2846	07 37 01.85	+28 46 45.91	 0.272
5BZB J0737+3216	07 37 05.58	+32 16 32.01	 0.000
5BZG J0737+3517	07 37 20.92	+35 17 41.71	 0.210
5BZG J0737+5941	07 37 30.07	+59 41 03.19	 0.041
5BZB J0738+1742	07 38 07.38	+17 42 19.00	 0.424
5BZQ J0738-6735	07 38 56.50	-67 35 50.78	 1.663
5BZQ J0739+0137	07 39 18.03	+01 37 04.58	 0.189
5BZQ J0740+2852	07 40 33.54	+28 52 47.31	 0.711
5BZB J0740+3226	07 40 54.59	+32 26 00.81	 0.000
5BZG J0741+3205	07 41 05.94	+32 05 44.01	 0.179
5BZQ J0741+3112	07 41 10.69	+31 12 00.21	 0.631
5BZQ J0741+2557	07 41 29.74	+25 57 32.29	 2.754
5BZQ J0741-4709	07 41 45.24	-47 09 25.99	 0.765
5BZQ J0742+4900	07 42 02.75	+49 00 15.58	 2.312
5BZQ J0742+3944	07 42 37.38	+39 44 35.70	 2.205
5BZU J0742+5444	07 42 39.78	+54 44 24.68	 0.723
5BZU J0742+3744	07 42 42.18	+37 44 02.11	 0.806
5BZB J0742+3018	07 42 42.91	+30 18 35.99	 0.495
5BZB J0743+1714	07 43 05.10	+17 14 24.39	 0.000
5BZQ J0743-5619	07 43 20.47	-56 19 32.98	 2.319
5BZQ J0743-6726	07 43 31.61	-67 26 25.51	 1.512
5BZQ J0743+2328	07 43 44.97	+23 28 38.99	 0.776
5BZB J0744+7433	07 44 05.35	+74 33 58.21	 0.314
5BZQ J0744+2920	07 44 51.36	+29 20 06.10	 1.180
5BZG J0745+3312	07 45 04.82	+33 12 56.41	 0.220
5BZQ J0745+1011	07 45 33.06	+10 11 12.69	 2.624
5BZQ J0745-0044	07 45 54.07	-00 44 17.48	 0.994
5BZB J0745+2226	07 45 59.17	+22 26 50.89	 0.000
5BZQ J0745+3313	07 45 59.32	+33 13 34.10	 0.610
5BZB J0746-1555	07 46 18.23	-15 55 34.71	 0.000
5BZQ J0746+2549	07 46 25.86	+25 49 02.10	 2.979
5BZQ J0746-5618	07 46 58.21	-56 18 33.51	 1.140
5BZQ J0747-6744	07 47 04.99	-67 44 40.30	 1.025
5BZB J0747+7639	07 47 14.60	+76 39 17.31	 0.000
5BZU J0747+0905	07 47 22.21	+09 05 53.30	 0.000
5BZQ J0748-5258	07 48 12.66	-52 58 31.79	 1.802
5BZQ J0748+2400	07 48 36.11	+24 00 24.08	 0.409
5BZG J0748+2115	07 48 43.48	+21 15 45.10	 0.263
5BZQ J0749+4510	07 49 06.49	+45 10 33.81	 0.192
5BZG J0749+2313	07 49 13.99	+23 13 16.71	 0.175
5BZQ J0749+7420	07 49 22.45	+74 20 41.60	 1.629
5BZB J0749+7451	07 49 29.57	+74 51 44.78	 0.607
5BZQ J0750+1823	07 50 00.33	+18 23 11.40	 1.161
5BZQ J0750+4814	07 50 20.44	+48 14 53.59	 1.957
5BZQ J0750+1021	07 50 32.88	+10 21 26.71	 1.117
5BZQ J0750+1231	07 50 52.04	+12 31 04.80	 0.889
5BZQ J0750-6726	07 50 59.54	-67 26 22.59	 1.237
5BZG J0751+2913	07 51 09.56	+29 13 35.50	 0.194
5BZQ J0751-0046	07 51 10.20	-00 46 51.09	 2.101
5BZG J0751+1730	07 51 25.07	+17 30 51.08	 0.187
5BZB J0751+3928	07 51 44.94	+39 28 17.61	 0.000
5BZQ J0751+3313	07 51 53.66	+33 13 19.81	 1.938
5BZQ J0752+3730	07 52 40.91	+37 30 24.29	 0.440
5BZB J0753+5352	07 53 01.38	+53 52 59.59	 0.000
5BZG J0753+2921	07 53 24.60	+29 21 31.89	 0.161
5BZG J0754+4202	07 54 00.66	+42 02 48.19	 0.369
5BZB J0754-1147	07 54 26.45	-11 47 16.90	 0.000
5BZG J0754+4546	07 54 35.81	+45 46 45.08	 0.456
5BZG J0754+3910	07 54 37.06	+39 10 47.78	 0.096
5BZB J0754+4823	07 54 45.66	+48 23 50.71	 0.000
5BZQ J0754+3033	07 54 48.84	+30 33 55.00	 0.796
5BZB J0755+3726	07 55 23.10	+37 26 18.81	 0.606
5BZB J0756+4140	07 56 02.73	+41 40 39.79	 0.579
5BZG J0756+3834	07 56 07.06	+38 34 00.98	 0.216
5BZQ J0756-1542	07 56 50.70	-15 42 05.39	 1.420
5BZB J0757+0956	07 57 06.64	+09 56 34.90	 0.266
5BZG J0758+2705	07 58 46.98	+27 05 15.50	 0.099
5BZB J0800+6210	08 00 04.14	+62 10 14.30	 0.000
5BZB J0800+1645	08 00 18.78	+16 45 56.98	 0.308
5BZQ J0800+5010	08 00 36.00	+50 10 44.40	 1.613
5BZB J0801+6444	08 01 02.15	+64 44 49.59	 0.200
5BZB J0801+4401	08 01 08.27	+44 01 10.30	 0.000
5BZB J0801+1336	08 01 15.05	+13 36 42.58	 1.042
5BZB J0802+1006	08 02 04.81	+10 06 37.90	 0.000
5BZQ J0802+1809	08 02 48.04	+18 09 48.99	 1.586
5BZB J0803+2437	08 03 07.30	+24 37 50.91	 0.000
5BZB J0803+4816	08 03 23.03	+48 16 17.90	 0.503
5BZU J0804-1712	08 04 33.70	-17 12 04.21	 1.043
5BZQ J0805+6144	08 05 18.14	+61 44 24.00	 3.033
5BZB J0805+7534	08 05 26.63	+75 34 24.99	 0.121
5BZB J0806+1330	08 06 15.30	+13 30 20.01	 0.504
5BZB J0806+5931	08 06 25.92	+59 31 07.10	 0.000
5BZQ J0806+4504	08 06 33.47	+45 04 32.41	 2.102
5BZQ J0807+5117	08 07 01.00	+51 17 38.68	 1.136
5BZB J0807-0541	08 07 09.61	-05 41 13.88	 0.000
5BZQ J0808+4752	08 08 14.70	+47 52 44.68	 0.545
5BZQ J0808-0751	08 08 15.54	-07 51 09.90	 1.837
5BZQ J0808+7315	08 08 16.37	+73 15 12.20	 0.496
5BZQ J0808+4950	08 08 39.65	+49 50 36.99	 1.432
5BZQ J0808+4052	08 08 56.63	+40 52 44.90	 1.418
5BZG J0809+3122	08 09 13.40	+31 22 23.01	 0.296
5BZG J0809+3455	08 09 38.90	+34 55 37.41	 0.083
5BZQ J0809+5341	08 09 41.71	+53 41 25.11	 2.133
5BZB J0809+5218	08 09 49.19	+52 18 58.39	 0.138
5BZQ J0810+3847	08 10 09.98	+38 47 57.58	 3.946
5BZG J0810+4911	08 10 54.60	+49 11 03.91	 0.115
5BZG J0810+2846	08 10 58.19	+28 46 18.58	 0.272
5BZQ J0810+4134	08 10 59.00	+41 34 03.00	 0.507
5BZQ J0811+5714	08 11 00.60	+57 14 12.51	 0.611
5BZB J0811-7530	08 11 03.23	-75 30 27.90	 0.000
5BZQ J0811+4533	08 11 08.76	+45 33 48.81	 1.017
5BZB J0811+0146	08 11 26.71	+01 46 52.28	 1.148
5BZQ J0811+4831	08 11 37.21	+48 31 33.99	 0.703
5BZB J0812+1141	08 12 26.01	+11 41 58.59	 0.000
5BZQ J0812-1810	08 12 28.51	-18 10 42.81	 2.973
5BZB J0812+6509	08 12 40.84	+65 09 10.90	 0.000
5BZB J0812+5554	08 12 51.43	+55 54 21.88	 0.383
5BZQ J0813+2542	08 13 03.83	+25 42 11.19	 2.024
5BZQ J0814+3237	08 14 09.22	+32 37 32.01	 0.844
5BZB J0814-1012	08 14 11.69	-10 12 10.29	 0.000
5BZB J0814+2940	08 14 21.25	+29 40 21.28	 0.000
5BZG J0814+0857	08 14 21.65	+08 57 06.40	 0.230
5BZB J0814+6431	08 14 39.18	+64 31 22.11	 0.000
5BZQ J0815+3635	08 15 25.93	+36 35 15.21	 1.028
5BZG J0816-0735	08 16 04.19	-07 35 59.71	 0.040
5BZB J0816+4910	08 16 09.56	+49 10 04.40	 0.000
5BZB J0816+5739	08 16 22.70	+57 39 09.28	 0.000
5BZB J0816-1311	08 16 27.20	-13 11 52.58	 0.000
5BZB J0816+6208	08 16 43.09	+62 08 29.18	 0.000
5BZB J0816+2051	08 16 49.78	+20 51 06.51	 0.000
5BZB J0817-0933	08 17 49.75	-09 33 30.60	 0.000
5BZB J0817+3243	08 17 50.99	+32 43 40.80	 0.000
5BZB J0818+4222	08 18 16.00	+42 22 45.58	 0.530
5BZB J0818+2814	08 18 27.35	+28 14 02.90	 0.226
5BZB J0818+3153	08 18 40.06	+31 53 48.19	 0.000
5BZQ J0819+3226	08 19 02.33	+32 26 37.28	 2.017
5BZB J0819-0756	08 19 17.58	-07 56 26.01	 0.000
5BZB J0819+2747	08 19 18.85	+27 47 30.69	 0.000
5BZB J0819+4037	08 19 25.90	+40 37 44.00	 0.389
5BZB J0819+1429	08 19 31.59	+14 29 37.60	 0.494
5BZB J0820+3640	08 20 20.19	+36 40 04.58	 0.000
5BZG J0820+4853	08 20 28.09	+48 53 47.40	 0.133
5BZB J0820+2353	08 20 51.19	+23 53 45.38	 0.402
5BZB J0820-1258	08 20 57.45	-12 58 59.08	 0.000
5BZQ J0821-0323	08 21 40.03	-03 23 12.69	 2.352
5BZQ J0821+5031	08 21 53.81	+50 31 20.89	 2.133
5BZQ J0822+4041	08 22 57.54	+40 41 49.81	 0.866
5BZB J0823+1125	08 23 20.56	+11 25 51.31	 0.441
5BZG J0823+1524	08 23 23.24	+15 24 47.91	 0.167
5BZB J0823+2223	08 23 24.76	+22 23 03.40	 0.951
5BZQ J0823+2928	08 23 41.05	+29 28 28.19	 2.368
5BZQ J0824+5552	08 24 47.23	+55 52 42.88	 1.417
5BZQ J0824-1527	08 24 51.61	-15 27 45.89	 1.289
5BZQ J0824+3916	08 24 55.48	+39 16 41.98	 1.216
5BZQ J0825+1332	08 25 11.93	+13 32 32.78	 1.143
5BZQ J0825+6157	08 25 38.62	+61 57 28.69	 0.542
5BZQ J0825+2704	08 25 47.39	+27 04 22.11	 0.693
5BZB J0825+0309	08 25 50.34	+03 09 24.40	 0.506
5BZB J0826-2230	08 26 01.57	-22 30 27.21	 0.910
5BZB J0826+4130	08 26 03.95	+41 30 43.88	 0.000
5BZB J0827+0841	08 27 07.08	+08 41 21.51	 0.000
5BZQ J0827+3525	08 27 38.59	+35 25 05.19	 2.250
5BZB J0828+2312	08 28 01.14	+23 12 17.78	 0.000
5BZG J0828+4153	08 28 14.21	+41 53 52.11	 0.226
5BZG J0829+1754	08 29 04.82	+17 54 15.91	 0.089
5BZG J0830+3923	08 30 19.36	+39 23 46.60	 0.000
5BZQ J0830-0636	08 30 49.74	-06 36 20.01	 1.730
5BZQ J0830+2410	08 30 52.08	+24 10 59.91	 0.939
5BZG J0831+5400	08 31 00.36	+54 00 23.50	 0.062
5BZQ J0831-2228	08 31 09.14	-22 28 26.79	 1.599
5BZB J0831+1746	08 31 33.06	+17 46 30.68	 0.000
5BZG J0831+4608	08 31 39.81	+46 08 00.99	 0.131
5BZB J0831+0429	08 31 48.88	+04 29 39.08	 0.174
5BZQ J0831+0847	08 31 55.08	+08 47 43.58	 0.941
5BZB J0832+4913	08 32 23.21	+49 13 21.21	 0.000
5BZB J0832+3300	08 32 51.46	+33 00 11.01	 0.672
5BZQ J0833+0350	08 33 18.93	+03 50 32.49	 0.903
5BZQ J0833-7305	08 33 43.14	-73 05 26.19	 1.989
5BZQ J0833+4224	08 33 53.88	+42 24 01.90	 0.249
